"ORDER_ID","PLANTPRODCUST_ID","PORTCARRIER_ID","MONTH_NUM","MONTH_NAME","QUARTER","YEAR","ORDER_DATE"
1447373486,4041,7412,1,"Jan",1,2018,06-JAN-18
1447373464,4041,7412,12,"Dec",4,2018,18-DEC-18
1447219344,4042,7412,11,"Nov",4,2018,21-NOV-18
1447373480,4042,7412,8,"Aug",3,2018,04-AUG-18
1447373479,4042,7412,11,"Nov",4,2018,13-NOV-18
1447305011,4042,7412,4,"Apr",2,2018,10-APR-18
1447402615,3697,7412,7,"Jul",3,2018,04-JUL-18
1447402565,3697,7412,1,"Jan",1,2018,17-JAN-18
1447402566,3697,7412,11,"Nov",4,2018,21-NOV-18
1447312218,4044,7412,4,"Apr",2,2018,28-APR-18
1447309077,4046,7412,1,"Jan",1,2018,22-JAN-18
1447403222,3698,7412,11,"Nov",4,2018,25-NOV-18
1447403221,3698,7412,5,"May",2,2018,12-MAY-18
1447373476,3699,7412,8,"Aug",3,2018,06-AUG-18
1447179686,4047,7412,12,"Dec",4,2018,24-DEC-18
1447373461,3700,7412,1,"Jan",1,2018,29-JAN-18
1447373421,4052,7412,1,"Jan",1,2018,30-JAN-18
1447306774,4052,7412,9,"Sep",3,2018,11-SEP-18
1447309551,4052,7412,11,"Nov",4,2018,13-NOV-18
1447390885,4052,7412,2,"Feb",1,2018,14-FEB-18
1447375215,4052,7412,9,"Sep",3,2018,02-SEP-18
1447301467,4052,7412,3,"Mar",1,2018,03-MAR-18
1447229098,4051,7412,9,"Sep",3,2018,20-SEP-18
1447392971,4054,7412,12,"Dec",4,2018,31-DEC-18
1447373492,4054,7412,2,"Feb",1,2018,24-FEB-18
1447390899,4054,7412,1,"Jan",1,2018,09-JAN-18
1447296447,3701,7410,1,"Jan",1,2018,24-JAN-18
1447158015,3701,7410,7,"Jul",3,2018,06-JUL-18
1447138899,3701,7410,1,"Jan",1,2018,09-JAN-18
1447363528,3701,7410,2,"Feb",1,2018,21-FEB-18
1447363981,3701,7410,1,"Jan",1,2018,03-JAN-18
1447351441,3701,7410,4,"Apr",2,2018,14-APR-18
1447320236,3701,7410,6,"Jun",2,2018,28-JUN-18
1447158019,3701,7410,5,"May",2,2018,28-MAY-18
1447219341,3701,7410,2,"Feb",1,2018,09-FEB-18
1447398416,3701,7410,8,"Aug",3,2018,08-AUG-18
1447381679,3701,7410,2,"Feb",1,2018,26-FEB-18
1447170785,3701,7410,9,"Sep",3,2018,18-SEP-18
1447155056,3702,7410,4,"Apr",2,2018,17-APR-18
1447257265,3702,7410,8,"Aug",3,2018,29-AUG-18
1447240989,3702,7410,12,"Dec",4,2018,09-DEC-18
1447257231,3702,7410,11,"Nov",4,2018,25-NOV-18
1447260653,3702,7410,8,"Aug",3,2018,03-AUG-18
1447139375,3702,7410,5,"May",2,2018,10-MAY-18
1447308590,3702,7410,4,"Apr",2,2018,15-APR-18
1447191271,3702,7410,5,"May",2,2018,05-MAY-18
1447191284,3705,7410,5,"May",2,2018,23-MAY-18
1447352426,3706,7410,2,"Feb",1,2018,10-FEB-18
1447211829,3707,7410,5,"May",2,2018,21-MAY-18
1447232833,3707,7410,5,"May",2,2018,23-MAY-18
1447205081,3705,7410,7,"Jul",3,2018,30-JUL-18
1447365980,3704,7410,1,"Jan",1,2018,19-JAN-18
1447157118,3705,7410,10,"Oct",4,2018,12-OCT-18
1447398413,3706,7410,3,"Mar",1,2018,27-MAR-18
1447377319,3706,7410,12,"Dec",4,2018,29-DEC-18
1447257239,3707,7410,11,"Nov",4,2018,06-NOV-18
1447368959,3703,7410,3,"Mar",1,2018,25-MAR-18
1447308591,3705,7410,9,"Sep",3,2018,30-SEP-18
1447398479,3706,7410,3,"Mar",1,2018,27-MAR-18
1447377316,3706,7410,2,"Feb",1,2018,02-FEB-18
1447365993,3703,7410,1,"Jan",1,2018,21-JAN-18
1447223051,3705,7410,12,"Dec",4,2018,29-DEC-18
1447260686,3707,7410,4,"Apr",2,2018,01-APR-18
1447299202,3705,7410,5,"May",2,2018,31-MAY-18
1447330061,3706,7410,3,"Mar",1,2018,01-MAR-18
1447260670,3705,7410,9,"Sep",3,2018,24-SEP-18
1447157119,3707,7410,4,"Apr",2,2018,06-APR-18
1447205082,3705,7410,4,"Apr",2,2018,23-APR-18
1447398412,3704,7410,4,"Apr",2,2018,26-APR-18
1447257238,3705,7410,8,"Aug",3,2018,22-AUG-18
1447241003,3705,7410,11,"Nov",4,2018,13-NOV-18
1447398481,3706,7410,8,"Aug",3,2018,20-AUG-18
1447398420,3703,7410,6,"Jun",2,2018,01-JUN-18
1447308592,3707,7410,7,"Jul",3,2018,28-JUL-18
1447241005,3707,7410,12,"Dec",4,2018,03-DEC-18
1447191288,3707,7410,1,"Jan",1,2018,14-JAN-18
1447232831,3705,7410,11,"Nov",4,2018,07-NOV-18
1447377317,3704,7410,2,"Feb",1,2018,11-FEB-18
1447211552,3705,7410,7,"Jul",3,2018,26-JUL-18
1447257266,3705,7410,9,"Sep",3,2018,12-SEP-18
1447365979,3706,7410,12,"Dec",4,2018,03-DEC-18
1447299203,3707,7410,5,"May",2,2018,01-MAY-18
1447257425,3708,7410,6,"Jun",2,2018,07-JUN-18
1447260633,3708,7410,7,"Jul",3,2018,04-JUL-18
1447296448,3709,7410,8,"Aug",3,2018,22-AUG-18
1447363577,3709,7410,3,"Mar",1,2018,29-MAR-18
1447320237,3709,7410,1,"Jan",1,2018,28-JAN-18
1447202431,3709,7410,6,"Jun",2,2018,10-JUN-18
1447211553,3709,7410,3,"Mar",1,2018,03-MAR-18
1447219352,3709,7410,6,"Jun",2,2018,28-JUN-18
1447320235,3709,7410,5,"May",2,2018,18-MAY-18
1447158020,3709,7410,2,"Feb",1,2018,26-FEB-18
1447260609,3709,7410,7,"Jul",3,2018,14-JUL-18
1447158014,3709,7410,6,"Jun",2,2018,01-JUN-18
1447191275,3709,7410,5,"May",2,2018,23-MAY-18
1447170786,3709,7410,5,"May",2,2018,06-MAY-18
1447138897,3709,7410,3,"Mar",1,2018,30-MAR-18
1447240999,3709,7410,4,"Apr",2,2018,02-APR-18
1447320234,3709,7410,6,"Jun",2,2018,28-JUN-18
1447351442,3709,7410,7,"Jul",3,2018,29-JUL-18
1447381680,3709,7410,1,"Jan",1,2018,15-JAN-18
1447178728,3709,7410,8,"Aug",3,2018,23-AUG-18
1447398417,3709,7410,10,"Oct",4,2018,21-OCT-18
1447191280,3711,7410,2,"Feb",1,2018,14-FEB-18
1447308639,3710,7410,3,"Mar",1,2018,10-MAR-18
1447155061,3710,7410,10,"Oct",4,2018,01-OCT-18
1447155063,3710,7410,7,"Jul",3,2018,25-JUL-18
1447260619,3710,7410,7,"Jul",3,2018,03-JUL-18
1447398415,3711,7410,2,"Feb",1,2018,11-FEB-18
1447191291,3711,7410,7,"Jul",3,2018,07-JUL-18
1447202234,3711,7410,1,"Jan",1,2018,17-JAN-18
1447260620,3710,7410,10,"Oct",4,2018,14-OCT-18
1447143192,3711,7410,5,"May",2,2018,20-MAY-18
1447241008,3711,7410,11,"Nov",4,2018,02-NOV-18
1447155059,3710,7410,5,"May",2,2018,22-MAY-18
1447232834,3711,7410,5,"May",2,2018,29-MAY-18
1447178730,3710,7410,7,"Jul",3,2018,05-JUL-18
1447308638,3710,7410,9,"Sep",3,2018,05-SEP-18
1447143211,3711,7410,11,"Nov",4,2018,25-NOV-18
1447254054,3710,7410,11,"Nov",4,2018,19-NOV-18
1447170787,3710,7410,1,"Jan",1,2018,23-JAN-18
1447219267,3710,7410,5,"May",2,2018,24-MAY-18
1447296452,3711,7410,6,"Jun",2,2018,26-JUN-18
1447232836,3710,7410,2,"Feb",1,2018,03-FEB-18
1447138895,3711,7410,5,"May",2,2018,11-MAY-18
1447178731,3711,7410,9,"Sep",3,2018,12-SEP-18
1447138905,3710,7410,6,"Jun",2,2018,18-JUN-18
1447211523,3710,7410,6,"Jun",2,2018,10-JUN-18
1447364332,3711,7410,8,"Aug",3,2018,22-AUG-18
1447260626,3711,7410,10,"Oct",4,2018,08-OCT-18
1447398418,3711,7410,4,"Apr",2,2018,10-APR-18
1447308588,3711,7410,8,"Aug",3,2018,18-AUG-18
1447202440,3711,7410,4,"Apr",2,2018,20-APR-18
1447351443,3711,7410,9,"Sep",3,2018,22-SEP-18
1447158021,3710,7410,6,"Jun",2,2018,16-JUN-18
1447316598,3711,7410,4,"Apr",2,2018,25-APR-18
1447155064,3711,7410,12,"Dec",4,2018,06-DEC-18
1447329979,3711,7410,9,"Sep",3,2018,24-SEP-18
1447191278,3710,7410,4,"Apr",2,2018,01-APR-18
1447373139,3711,7410,3,"Mar",1,2018,05-MAR-18
1447363982,3711,7410,3,"Mar",1,2018,14-MAR-18
1447211524,3710,7410,4,"Apr",2,2018,04-APR-18
1447202439,3710,7410,10,"Oct",4,2018,24-OCT-18
1447241230,3710,7410,3,"Mar",1,2018,30-MAR-18
1447143197,3710,7410,4,"Apr",2,2018,11-APR-18
1447158022,3711,7410,6,"Jun",2,2018,21-JUN-18
1447170790,3711,7410,2,"Feb",1,2018,22-FEB-18
1447254059,3711,7410,2,"Feb",1,2018,01-FEB-18
1447316597,3711,7410,9,"Sep",3,2018,24-SEP-18
1447381636,3711,7410,12,"Dec",4,2018,24-DEC-18
1447178729,3712,7410,12,"Dec",4,2018,05-DEC-18
1447202433,3712,7410,12,"Dec",4,2018,30-DEC-18
1447138903,3712,7410,5,"May",2,2018,31-MAY-18
1447296449,3712,7410,12,"Dec",4,2018,06-DEC-18
1447296451,3712,7410,10,"Oct",4,2018,24-OCT-18
1447358736,3712,7410,10,"Oct",4,2018,24-OCT-18
1447202425,3712,7410,1,"Jan",1,2018,18-JAN-18
1447143196,3712,7410,3,"Mar",1,2018,05-MAR-18
1447202193,3712,7410,2,"Feb",1,2018,25-FEB-18
1447211522,3712,7410,5,"May",2,2018,12-MAY-18
1447158025,3712,7410,5,"May",2,2018,09-MAY-18
1447352432,3712,7410,12,"Dec",4,2018,09-DEC-18
1447155058,3712,7410,4,"Apr",2,2018,16-APR-18
1447170794,3712,7410,12,"Dec",4,2018,05-DEC-18
1447191283,3712,7410,1,"Jan",1,2018,27-JAN-18
1447306623,3713,7412,5,"May",2,2018,25-MAY-18
1447306542,3714,7412,11,"Nov",4,2018,11-NOV-18
1447392841,3714,7412,8,"Aug",3,2018,12-AUG-18
1447306544,3714,7412,8,"Aug",3,2018,31-AUG-18
1447189596,3715,7412,5,"May",2,2018,26-MAY-18
1447189595,3715,7412,10,"Oct",4,2018,21-OCT-18
1447189594,3715,7412,4,"Apr",2,2018,20-APR-18
1447405924,3715,7412,3,"Mar",1,2018,28-MAR-18
1447306545,3715,7412,2,"Feb",1,2018,11-FEB-18
1447182455,3716,7412,7,"Jul",3,2018,30-JUL-18
1447320770,3716,7412,12,"Dec",4,2018,26-DEC-18
1447317000,3716,7412,12,"Dec",4,2018,31-DEC-18
1447320724,3717,7412,10,"Oct",4,2018,26-OCT-18
1447306568,3717,7412,6,"Jun",2,2018,25-JUN-18
1447306638,3717,7412,3,"Mar",1,2018,14-MAR-18
1447399897,3718,7412,9,"Sep",3,2018,11-SEP-18
1447306541,3718,7412,2,"Feb",1,2018,16-FEB-18
1447306622,3718,7412,11,"Nov",4,2018,30-NOV-18
1447320842,3718,7412,1,"Jan",1,2018,28-JAN-18
1447399895,3718,7412,9,"Sep",3,2018,10-SEP-18
1447320824,3719,7412,8,"Aug",3,2018,08-AUG-18
1447418501,3720,7412,3,"Mar",1,2018,01-MAR-18
1447379298,3721,7412,6,"Jun",2,2018,24-JUN-18
1447269469,3721,7412,7,"Jul",3,2018,05-JUL-18
1447379326,3721,7412,5,"May",2,2018,11-MAY-18
1447269471,3721,7412,7,"Jul",3,2018,08-JUL-18
1447182454,3721,7412,9,"Sep",3,2018,18-SEP-18
1447379202,3721,7412,10,"Oct",4,2018,17-OCT-18
1447344846,3722,7412,2,"Feb",1,2018,22-FEB-18
1447412853,3722,7412,8,"Aug",3,2018,13-AUG-18
1447313127,3722,7412,3,"Mar",1,2018,16-MAR-18
1447320656,3723,7412,2,"Feb",1,2018,09-FEB-18
1447269470,3723,7412,8,"Aug",3,2018,25-AUG-18
1447182459,3724,7412,1,"Jan",1,2018,13-JAN-18
1447182461,3725,7412,1,"Jan",1,2018,21-JAN-18
1447410409,3725,7412,6,"Jun",2,2018,29-JUN-18
1447306546,3725,7412,9,"Sep",3,2018,09-SEP-18
1447403804,3725,7412,9,"Sep",3,2018,26-SEP-18
1447392327,3725,7412,4,"Apr",2,2018,19-APR-18
1447392329,3725,7412,3,"Mar",1,2018,01-MAR-18
1447392328,3725,7412,8,"Aug",3,2018,29-AUG-18
1447320843,3726,7412,9,"Sep",3,2018,03-SEP-18
1447379299,3726,7412,8,"Aug",3,2018,03-AUG-18
1447399896,3726,7412,1,"Jan",1,2018,01-JAN-18
1447355126,3726,7412,6,"Jun",2,2018,26-JUN-18
1447379325,3726,7412,1,"Jan",1,2018,23-JAN-18
1447182475,3727,7412,10,"Oct",4,2018,24-OCT-18
1447182479,3727,7412,8,"Aug",3,2018,20-AUG-18
1447320825,3728,7412,7,"Jul",3,2018,26-JUL-18
1447405963,3728,7412,6,"Jun",2,2018,15-JUN-18
1447320802,3729,7412,5,"May",2,2018,13-MAY-18
1447306593,3729,7412,6,"Jun",2,2018,23-JUN-18
1447306625,3729,7412,5,"May",2,2018,20-MAY-18
1447405948,3729,7412,1,"Jan",1,2018,02-JAN-18
1447182482,3730,7412,3,"Mar",1,2018,04-MAR-18
1447405955,3731,7412,9,"Sep",3,2018,18-SEP-18
1447325922,3732,7412,8,"Aug",3,2018,12-AUG-18
1447182469,3732,7412,11,"Nov",4,2018,12-NOV-18
1447392876,3732,7412,3,"Mar",1,2018,25-MAR-18
1447325914,3732,7412,11,"Nov",4,2018,07-NOV-18
1447325916,3732,7412,6,"Jun",2,2018,15-JUN-18
1447269587,3733,7412,2,"Feb",1,2018,10-FEB-18
1447182481,3733,7412,6,"Jun",2,2018,08-JUN-18
1447406047,3733,7412,4,"Apr",2,2018,06-APR-18
1447242979,3734,7412,4,"Apr",2,2018,21-APR-18
1447340138,3734,7412,9,"Sep",3,2018,18-SEP-18
1447252497,3734,7412,3,"Mar",1,2018,29-MAR-18
1447340137,3734,7412,5,"May",2,2018,31-MAY-18
1447182464,3735,7412,2,"Feb",1,2018,21-FEB-18
1447405956,3735,7412,2,"Feb",1,2018,22-FEB-18
1447405946,3736,7412,4,"Apr",2,2018,07-APR-18
1447365155,3736,7412,1,"Jan",1,2018,03-JAN-18
1447405962,3736,7412,3,"Mar",1,2018,21-MAR-18
1447316993,3736,7412,10,"Oct",4,2018,05-OCT-18
1447340136,3736,7412,7,"Jul",3,2018,17-JUL-18
1447331106,3736,7412,8,"Aug",3,2018,17-AUG-18
1447182477,3736,7412,5,"May",2,2018,17-MAY-18
1447325827,3736,7412,5,"May",2,2018,27-MAY-18
1447325826,3736,7412,8,"Aug",3,2018,22-AUG-18
1447320841,3737,7412,4,"Apr",2,2018,09-APR-18
1447399894,3737,7412,9,"Sep",3,2018,05-SEP-18
1447405987,3737,7412,4,"Apr",2,2018,21-APR-18
1447320771,3737,7412,4,"Apr",2,2018,25-APR-18
1447182456,3737,7412,9,"Sep",3,2018,29-SEP-18
1447320772,3737,7412,7,"Jul",3,2018,04-JUL-18
1447327176,3738,7412,2,"Feb",1,2018,21-FEB-18
1447386266,3738,7412,1,"Jan",1,2018,10-JAN-18
1447306632,3739,7412,2,"Feb",1,2018,06-FEB-18
1447392848,3739,7412,12,"Dec",4,2018,29-DEC-18
1447182466,3739,7412,3,"Mar",1,2018,05-MAR-18
1447254155,3740,7412,2,"Feb",1,2018,01-FEB-18
1447392832,3740,7412,5,"May",2,2018,23-MAY-18
1447316604,3740,7412,7,"Jul",3,2018,31-JUL-18
1447182473,3740,7412,4,"Apr",2,2018,15-APR-18
1447392846,3740,7412,6,"Jun",2,2018,30-JUN-18
1447182474,3741,7412,10,"Oct",4,2018,30-OCT-18
1447241594,3741,7412,5,"May",2,2018,04-MAY-18
1447392847,3741,7412,3,"Mar",1,2018,08-MAR-18
1447392833,3741,7412,8,"Aug",3,2018,16-AUG-18
1447182480,3741,7412,4,"Apr",2,2018,27-APR-18
1447405934,3741,7412,2,"Feb",1,2018,01-FEB-18
1447182471,3741,7412,3,"Mar",1,2018,06-MAR-18
1447344845,3743,7412,12,"Dec",4,2018,03-DEC-18
1447412852,3743,7412,12,"Dec",4,2018,17-DEC-18
1447182468,3742,7412,9,"Sep",3,2018,23-SEP-18
1447182458,3742,7412,10,"Oct",4,2018,24-OCT-18
1447313125,3743,7412,2,"Feb",1,2018,24-FEB-18
1447405947,3744,7412,3,"Mar",1,2018,02-MAR-18
1447344844,3745,7412,11,"Nov",4,2018,30-NOV-18
1447182467,3746,7412,9,"Sep",3,2018,22-SEP-18
1447313124,3745,7412,8,"Aug",3,2018,18-AUG-18
1447182457,3746,7412,3,"Mar",1,2018,13-MAR-18
1447313126,3747,7412,11,"Nov",4,2018,07-NOV-18
1447306599,3748,7412,5,"May",2,2018,27-MAY-18
1447306598,3749,7412,4,"Apr",2,2018,11-APR-18
1447343378,3749,7412,2,"Feb",1,2018,05-FEB-18
1447306540,3750,7412,3,"Mar",1,2018,20-MAR-18
1447306543,3750,7412,4,"Apr",2,2018,04-APR-18
1447350176,3750,7412,7,"Jul",3,2018,13-JUL-18
1447397994,3750,7412,9,"Sep",3,2018,30-SEP-18
1447231068,3751,7412,8,"Aug",3,2018,06-AUG-18
1447306539,3751,7412,11,"Nov",4,2018,19-NOV-18
1447355122,3751,7412,10,"Oct",4,2018,16-OCT-18
1447240888,3751,7412,6,"Jun",2,2018,23-JUN-18
1447364832,3751,7412,8,"Aug",3,2018,15-AUG-18
1447240889,3751,7412,6,"Jun",2,2018,01-JUN-18
1447306547,3752,7412,8,"Aug",3,2018,22-AUG-18
1447372032,3752,7412,3,"Mar",1,2018,04-MAR-18
1447298091,3752,7412,7,"Jul",3,2018,24-JUL-18
1447182462,3752,7412,10,"Oct",4,2018,24-OCT-18
1447320773,3752,7412,4,"Apr",2,2018,08-APR-18
1447405933,3752,7412,2,"Feb",1,2018,21-FEB-18
1447182478,3752,7412,12,"Dec",4,2018,04-DEC-18
1447182470,3753,7412,12,"Dec",4,2018,02-DEC-18
1447387682,3753,7412,6,"Jun",2,2018,13-JUN-18
1447182465,3754,7412,8,"Aug",3,2018,27-AUG-18
1447405925,3755,7412,9,"Sep",3,2018,22-SEP-18
1447320725,3755,7412,12,"Dec",4,2018,13-DEC-18
1447286437,3755,7412,8,"Aug",3,2018,26-AUG-18
1447189588,3756,7412,8,"Aug",3,2018,21-AUG-18
1447231071,3756,7412,12,"Dec",4,2018,17-DEC-18
1447182463,3756,7412,3,"Mar",1,2018,26-MAR-18
1447337605,3756,7412,5,"May",2,2018,01-MAY-18
1447344825,3756,7412,2,"Feb",1,2018,05-FEB-18
1447182453,3757,7412,12,"Dec",4,2018,25-DEC-18
1447327230,3757,7412,4,"Apr",2,2018,08-APR-18
1447182472,3758,7412,9,"Sep",3,2018,17-SEP-18
1447182476,3758,7412,4,"Apr",2,2018,20-APR-18
1447377331,3759,7412,10,"Oct",4,2018,03-OCT-18
1447306550,3759,7412,11,"Nov",4,2018,23-NOV-18
1447320801,3759,7412,8,"Aug",3,2018,31-AUG-18
1447377332,3759,7412,8,"Aug",3,2018,28-AUG-18
1447286434,3759,7412,3,"Mar",1,2018,09-MAR-18
1447286433,3759,7412,12,"Dec",4,2018,07-DEC-18
1447366430,3759,7412,12,"Dec",4,2018,14-DEC-18
1447320823,3760,7412,4,"Apr",2,2018,17-APR-18
1447405949,3760,7412,12,"Dec",4,2018,15-DEC-18
1447182452,3760,7412,6,"Jun",2,2018,14-JUN-18
1447306624,3760,7412,2,"Feb",1,2018,09-FEB-18
1447262012,3925,7412,6,"Jun",2,2018,28-JUN-18
1447308835,3761,7412,4,"Apr",2,2018,23-APR-18
1447261867,3762,7412,2,"Feb",1,2018,20-FEB-18
1447201701,3762,7412,12,"Dec",4,2018,04-DEC-18
1447356153,3762,7412,8,"Aug",3,2018,05-AUG-18
1447338332,3763,7412,10,"Oct",4,2018,30-OCT-18
1447308150,3763,7412,8,"Aug",3,2018,28-AUG-18
1447335437,3763,7412,4,"Apr",2,2018,07-APR-18
1447262050,3764,7412,3,"Mar",1,2018,26-MAR-18
1447261869,3765,7412,1,"Jan",1,2018,13-JAN-18
1447404340,3765,7412,9,"Sep",3,2018,11-SEP-18
1447323414,3765,7412,3,"Mar",1,2018,10-MAR-18
1447384151,3765,7412,1,"Jan",1,2018,20-JAN-18
1447221634,3765,7412,1,"Jan",1,2018,31-JAN-18
1447340633,3765,7412,10,"Oct",4,2018,30-OCT-18
1447184596,3765,7412,5,"May",2,2018,26-MAY-18
1447278500,3766,7412,2,"Feb",1,2018,20-FEB-18
1447386297,3766,7412,11,"Nov",4,2018,21-NOV-18
1447182392,3766,7412,6,"Jun",2,2018,24-JUN-18
1447309255,3767,7412,8,"Aug",3,2018,09-AUG-18
1447396767,3767,7412,1,"Jan",1,2018,31-JAN-18
1447352019,3767,7412,7,"Jul",3,2018,20-JUL-18
1447352021,3767,7412,7,"Jul",3,2018,07-JUL-18
1447379197,3767,7412,11,"Nov",4,2018,10-NOV-18
1447359555,3767,7412,4,"Apr",2,2018,13-APR-18
1447178244,3767,7412,12,"Dec",4,2018,30-DEC-18
1447317148,3767,7412,2,"Feb",1,2018,13-FEB-18
1447359554,3767,7412,11,"Nov",4,2018,12-NOV-18
1447352022,3767,7412,8,"Aug",3,2018,30-AUG-18
1447290014,3768,7412,7,"Jul",3,2018,29-JUL-18
1447162260,3768,7412,3,"Mar",1,2018,31-MAR-18
1447290012,3768,7412,5,"May",2,2018,08-MAY-18
1447152289,3768,7412,11,"Nov",4,2018,08-NOV-18
1447201512,3768,7412,8,"Aug",3,2018,02-AUG-18
1447353625,3768,7412,9,"Sep",3,2018,24-SEP-18
1447399905,3769,7412,10,"Oct",4,2018,17-OCT-18
1447335401,3770,7412,2,"Feb",1,2018,10-FEB-18
1447311716,3771,7412,6,"Jun",2,2018,29-JUN-18
1447322708,3772,7412,9,"Sep",3,2018,24-SEP-18
1447182396,3772,7412,1,"Jan",1,2018,20-JAN-18
1447185194,3772,7412,6,"Jun",2,2018,04-JUN-18
1447182387,3772,7412,6,"Jun",2,2018,25-JUN-18
1447207513,3772,7412,11,"Nov",4,2018,21-NOV-18
1447320602,3772,7412,2,"Feb",1,2018,22-FEB-18
1447182386,3772,7412,8,"Aug",3,2018,27-AUG-18
1447269478,3772,7412,4,"Apr",2,2018,25-APR-18
1447269480,3772,7412,10,"Oct",4,2018,19-OCT-18
1447399908,3773,7412,6,"Jun",2,2018,16-JUN-18
1447184600,3774,7412,3,"Mar",1,2018,10-MAR-18
1447386506,3774,7412,9,"Sep",3,2018,02-SEP-18
1447326639,3774,7412,9,"Sep",3,2018,23-SEP-18
1447184597,3774,7412,7,"Jul",3,2018,15-JUL-18
1447242879,3774,7412,1,"Jan",1,2018,11-JAN-18
1447242878,3774,7412,4,"Apr",2,2018,03-APR-18
1447320603,3774,7412,5,"May",2,2018,21-MAY-18
1447286436,3774,7412,12,"Dec",4,2018,08-DEC-18
1447286435,3774,7412,4,"Apr",2,2018,02-APR-18
1447378806,3774,7412,8,"Aug",3,2018,27-AUG-18
1447182405,3775,7412,4,"Apr",2,2018,23-APR-18
1447364749,3775,7412,5,"May",2,2018,03-MAY-18
1447396881,3775,7412,9,"Sep",3,2018,24-SEP-18
1447278503,3775,7412,12,"Dec",4,2018,04-DEC-18
1447369945,3775,7412,3,"Mar",1,2018,25-MAR-18
1447196785,3776,7412,4,"Apr",2,2018,16-APR-18
1447385927,3776,7412,8,"Aug",3,2018,25-AUG-18
1447405875,3776,7412,10,"Oct",4,2018,27-OCT-18
