ORDER_ID,ORDER_DATE,PLANTPRODCUST_ID,PORTCARRIER_ID,MONTH_NUM,MONTH_NAME,QUARTER,YEAR
1447398479,1/19/18,3897,7411,1,Jan,1,2018
1447377316,10/12/18,3897,7411,10,Oct,4,2018
1447365993,3/27/18,3894,7411,3,Mar,1,2018
1447223051,12/29/18,3896,7411,12,Dec,4,2018
1447260686,11/6/18,3898,7411,11,Nov,4,2018
1447299202,3/25/18,3896,7411,3,Mar,1,2018
1447330061,9/30/18,3897,7411,9,Sep,3,2018
1447260670,3/27/18,3896,7411,3,Mar,1,2018
1447157119,2/2/18,3898,7411,2,Feb,1,2018
1447205082,1/21/18,3896,7411,1,Jan,1,2018
1447398412,12/29/18,3895,7411,12,Dec,4,2018
1447257238,4/1/18,3896,7411,4,Apr,2,2018
1447241003,5/31/18,3896,7411,5,May,2,2018
1447398481,3/1/18,3897,7411,3,Mar,1,2018
1447398420,9/24/18,3894,7411,9,Sep,3,2018
1447308592,4/6/18,3898,7411,4,Apr,2,2018
1447241005,4/23/18,3898,7411,4,Apr,2,2018
1447191288,4/26/18,3898,7411,4,Apr,2,2018
1447232831,8/22/18,3896,7411,8,Aug,3,2018
1447377317,11/13/18,3895,7411,11,Nov,4,2018
1447211552,8/20/18,3896,7411,8,Aug,3,2018
1447257266,6/1/18,3896,7411,6,Jun,2,2018
1447365979,7/28/18,3897,7411,7,Jul,3,2018
1447299203,12/3/18,3898,7411,12,Dec,4,2018
1447257425,1/14/18,3899,7411,1,Jan,1,2018
1447260633,11/7/18,3899,7411,11,Nov,4,2018
1447296448,2/11/18,3900,7411,2,Feb,1,2018
1447363577,7/26/18,3900,7411,7,Jul,3,2018
1447320237,9/12/18,3900,7411,9,Sep,3,2018
1447202431,12/3/18,3900,7411,12,Dec,4,2018
1447211553,5/1/18,3900,7411,5,May,2,2018
1447219352,6/7/18,3900,7411,6,Jun,2,2018
1447320235,7/4/18,3900,7411,7,Jul,3,2018
1447158020,8/22/18,3900,7411,8,Aug,3,2018
1447260609,3/29/18,3900,7411,3,Mar,1,2018
1447158014,1/28/18,3900,7411,1,Jan,1,2018
1447191275,6/10/18,3900,7411,6,Jun,2,2018
1447170786,3/3/18,3900,7411,3,Mar,1,2018
1447138897,6/28/18,3900,7411,6,Jun,2,2018
1447240999,5/18/18,3900,7411,5,May,2,2018
1447320234,2/26/18,3900,7411,2,Feb,1,2018
1447351442,7/14/18,3900,7411,7,Jul,3,2018
1447381680,6/1/18,3900,7411,6,Jun,2,2018
1447178728,5/23/18,3900,7411,5,May,2,2018
1447398417,5/6/18,3900,7411,5,May,2,2018
1447191280,3/30/18,3902,7411,3,Mar,1,2018
1447308639,4/2/18,3901,7411,4,Apr,2,2018
1447155061,6/28/18,3901,7411,6,Jun,2,2018
1447155063,7/29/18,3901,7411,7,Jul,3,2018
1447260619,1/15/18,3901,7411,1,Jan,1,2018
1447398415,8/23/18,3902,7411,8,Aug,3,2018
1447191291,10/21/18,3902,7411,10,Oct,4,2018
1447202234,2/14/18,3902,7411,2,Feb,1,2018
1447260620,3/10/18,3901,7411,3,Mar,1,2018
1447143192,10/1/18,3902,7411,10,Oct,4,2018
1447241008,7/25/18,3902,7411,7,Jul,3,2018
1447155059,7/3/18,3901,7411,7,Jul,3,2018
1447232834,2/11/18,3902,7411,2,Feb,1,2018
1447178730,7/7/18,3901,7411,7,Jul,3,2018
1447308638,1/17/18,3901,7411,1,Jan,1,2018
1447143211,10/14/18,3902,7411,10,Oct,4,2018
1447254054,5/20/18,3901,7411,5,May,2,2018
1447170787,11/2/18,3901,7411,11,Nov,4,2018
1447219267,5/22/18,3901,7411,5,May,2,2018
1447296452,5/29/18,3902,7411,5,May,2,2018
1447232836,7/5/18,3901,7411,7,Jul,3,2018
1447138895,9/5/18,3902,7411,9,Sep,3,2018
1447178731,11/25/18,3902,7411,11,Nov,4,2018
1447138905,11/19/18,3901,7411,11,Nov,4,2018
1447211523,1/23/18,3901,7411,1,Jan,1,2018
1447364332,5/24/18,3902,7411,5,May,2,2018
1447260626,6/26/18,3902,7411,6,Jun,2,2018
1447398418,2/3/18,3902,7411,2,Feb,1,2018
1447308588,5/11/18,3902,7411,5,May,2,2018
1447202440,9/12/18,3902,7411,9,Sep,3,2018
1447351443,6/18/18,3902,7411,6,Jun,2,2018
1447158021,6/10/18,3901,7411,6,Jun,2,2018
1447316598,8/22/18,3902,7411,8,Aug,3,2018
1447155064,10/8/18,3902,7411,10,Oct,4,2018
1447329979,4/10/18,3902,7411,4,Apr,2,2018
1447191278,8/18/18,3901,7411,8,Aug,3,2018
1447373139,4/20/18,3902,7411,4,Apr,2,2018
1447363982,9/22/18,3902,7411,9,Sep,3,2018
1447211524,6/16/18,3901,7411,6,Jun,2,2018
1447202439,4/25/18,3901,7411,4,Apr,2,2018
1447241230,12/6/18,3901,7411,12,Dec,4,2018
1447143197,9/24/18,3901,7411,9,Sep,3,2018
1447158022,4/1/18,3902,7411,4,Apr,2,2018
1447170790,3/5/18,3902,7411,3,Mar,1,2018
1447254059,3/14/18,3902,7411,3,Mar,1,2018
1447316597,4/4/18,3902,7411,4,Apr,2,2018
1447381636,10/24/18,3902,7411,10,Oct,4,2018
1447178729,3/30/18,3903,7411,3,Mar,1,2018
1447202433,4/11/18,3903,7411,4,Apr,2,2018
1447138903,6/21/18,3903,7411,6,Jun,2,2018
1447296449,2/22/18,3903,7411,2,Feb,1,2018
1447296451,2/1/18,3903,7411,2,Feb,1,2018
1447358736,9/24/18,3903,7411,9,Sep,3,2018
1447202425,12/24/18,3903,7411,12,Dec,4,2018
1447143196,12/5/18,3903,7411,12,Dec,4,2018
1447202193,12/30/18,3903,7411,12,Dec,4,2018
1447211522,5/31/18,3903,7411,5,May,2,2018
1447158025,12/6/18,3903,7411,12,Dec,4,2018
1447352432,10/24/18,3903,7411,10,Oct,4,2018
1447155058,10/24/18,3903,7411,10,Oct,4,2018
1447170794,1/18/18,3903,7411,1,Jan,1,2018
1447191283,3/5/18,3903,7411,3,Mar,1,2018
1447306623,2/25/18,3904,7412,2,Feb,1,2018
1447306542,5/12/18,3905,7412,5,May,2,2018
1447392841,5/9/18,3905,7412,5,May,2,2018
1447306544,12/9/18,3905,7412,12,Dec,4,2018
1447189596,4/16/18,3906,7412,4,Apr,2,2018
1447189595,12/5/18,3906,7412,12,Dec,4,2018
1447189594,1/27/18,3906,7412,1,Jan,1,2018
1447405924,5/25/18,3906,7412,5,May,2,2018
1447306545,11/11/18,3906,7412,11,Nov,4,2018
1447182455,8/12/18,3907,7412,8,Aug,3,2018
1447320770,8/31/18,3907,7412,8,Aug,3,2018
1447317000,5/26/18,3907,7412,5,May,2,2018
1447320724,10/21/18,3908,7412,10,Oct,4,2018
1447306568,4/20/18,3908,7412,4,Apr,2,2018
1447306638,3/28/18,3908,7412,3,Mar,1,2018
1447399897,2/11/18,3909,7412,2,Feb,1,2018
1447306541,7/30/18,3909,7412,7,Jul,3,2018
1447306622,12/26/18,3909,7412,12,Dec,4,2018
1447320842,12/31/18,3909,7412,12,Dec,4,2018
1447399895,10/26/18,3909,7412,10,Oct,4,2018
1447320824,6/25/18,3651,7412,6,Jun,2,2018
1447418501,3/14/18,3652,7412,3,Mar,1,2018
1447379298,9/11/18,3653,7412,9,Sep,3,2018
1447269469,2/16/18,3653,7412,2,Feb,1,2018
1447379326,11/30/18,3653,7412,11,Nov,4,2018
1447269471,1/28/18,3653,7412,1,Jan,1,2018
1447182454,9/10/18,3653,7412,9,Sep,3,2018
1447379202,8/8/18,3653,7412,8,Aug,3,2018
1447344846,3/1/18,3654,7412,3,Mar,1,2018
1447412853,6/24/18,3654,7412,6,Jun,2,2018
1447313127,7/5/18,3654,7412,7,Jul,3,2018
1447320656,5/11/18,3655,7412,5,May,2,2018
1447269470,7/8/18,3655,7412,7,Jul,3,2018
1447182459,9/18/18,3656,7412,9,Sep,3,2018
1447182461,10/17/18,3657,7412,10,Oct,4,2018
1447410409,2/22/18,3657,7412,2,Feb,1,2018
1447306546,8/13/18,3657,7412,8,Aug,3,2018
1447403804,3/16/18,3657,7412,3,Mar,1,2018
1447392327,2/9/18,3657,7412,2,Feb,1,2018
1447392329,8/25/18,3657,7412,8,Aug,3,2018
1447392328,1/13/18,3657,7412,1,Jan,1,2018
1447320843,1/21/18,3658,7412,1,Jan,1,2018
1447379299,6/29/18,3658,7412,6,Jun,2,2018
1447399896,9/9/18,3658,7412,9,Sep,3,2018
1447355126,9/26/18,3658,7412,9,Sep,3,2018
1447379325,4/19/18,3658,7412,4,Apr,2,2018
1447182475,3/1/18,3659,7412,3,Mar,1,2018
1447182479,8/29/18,3659,7412,8,Aug,3,2018
1447320825,9/3/18,3660,7412,9,Sep,3,2018
1447405963,8/3/18,3660,7412,8,Aug,3,2018
1447320802,1/1/18,3661,7412,1,Jan,1,2018
1447306593,6/26/18,3661,7412,6,Jun,2,2018
1447306625,1/23/18,3661,7412,1,Jan,1,2018
1447405948,10/24/18,3661,7412,10,Oct,4,2018
1447182482,8/20/18,3662,7412,8,Aug,3,2018
1447405955,7/26/18,3663,7412,7,Jul,3,2018
1447325922,6/15/18,3664,7412,6,Jun,2,2018
1447182469,5/13/18,3664,7412,5,May,2,2018
1447392876,6/23/18,3664,7412,6,Jun,2,2018
1447325914,5/20/18,3664,7412,5,May,2,2018
1447325916,1/2/18,3664,7412,1,Jan,1,2018
1447269587,3/4/18,3665,7412,3,Mar,1,2018
1447182481,9/18/18,3665,7412,9,Sep,3,2018
1447406047,8/12/18,3665,7412,8,Aug,3,2018
1447242979,11/12/18,3666,7412,11,Nov,4,2018
1447340138,3/25/18,3666,7412,3,Mar,1,2018
1447252497,11/7/18,3666,7412,11,Nov,4,2018
1447340137,6/15/18,3666,7412,6,Jun,2,2018
1447182464,2/10/18,3667,7412,2,Feb,1,2018
1447405956,6/8/18,3667,7412,6,Jun,2,2018
1447405946,4/6/18,3668,7412,4,Apr,2,2018
1447365155,4/21/18,3668,7412,4,Apr,2,2018
1447405962,9/18/18,3668,7412,9,Sep,3,2018
1447316993,3/29/18,3668,7412,3,Mar,1,2018
1447340136,5/31/18,3668,7412,5,May,2,2018
1447331106,2/21/18,3668,7412,2,Feb,1,2018
1447182477,2/22/18,3668,7412,2,Feb,1,2018
1447325827,4/7/18,3668,7412,4,Apr,2,2018
1447325826,1/3/18,3668,7412,1,Jan,1,2018
1447320841,3/21/18,3669,7412,3,Mar,1,2018
1447399894,10/5/18,3669,7412,10,Oct,4,2018
1447405987,7/17/18,3669,7412,7,Jul,3,2018
1447320771,8/17/18,3669,7412,8,Aug,3,2018
1447182456,5/17/18,3669,7412,5,May,2,2018
1447320772,5/27/18,3669,7412,5,May,2,2018
1447327176,8/22/18,3670,7412,8,Aug,3,2018
1447386266,4/9/18,3670,7412,4,Apr,2,2018
1447306632,9/5/18,3671,7412,9,Sep,3,2018
1447392848,4/21/18,3671,7412,4,Apr,2,2018
1447182466,4/25/18,3671,7412,4,Apr,2,2018
1447254155,9/29/18,3672,7412,9,Sep,3,2018
1447392832,7/4/18,3672,7412,7,Jul,3,2018
1447316604,2/21/18,3672,7412,2,Feb,1,2018
1447182473,1/10/18,3672,7412,1,Jan,1,2018
1447392846,2/6/18,3672,7412,2,Feb,1,2018
1447182474,12/29/18,3673,7412,12,Dec,4,2018
1447241594,3/5/18,3673,7412,3,Mar,1,2018
1447392847,2/1/18,3673,7412,2,Feb,1,2018
1447392833,5/23/18,3673,7412,5,May,2,2018
1447182480,7/31/18,3673,7412,7,Jul,3,2018
1447405934,4/15/18,3673,7412,4,Apr,2,2018
1447182471,6/30/18,3673,7412,6,Jun,2,2018
1447344845,10/30/18,3675,7412,10,Oct,4,2018
1447412852,5/4/18,3675,7412,5,May,2,2018
1447182468,3/8/18,3674,7412,3,Mar,1,2018
1447182458,8/16/18,3674,7412,8,Aug,3,2018
1447313125,4/27/18,3675,7412,4,Apr,2,2018
1447405947,2/1/18,3676,7412,2,Feb,1,2018
1447344844,3/6/18,3677,7412,3,Mar,1,2018
1447182467,12/3/18,3678,7412,12,Dec,4,2018
1447313124,12/17/18,3677,7412,12,Dec,4,2018
1447182457,9/23/18,3678,7412,9,Sep,3,2018
1447313126,10/24/18,3679,7412,10,Oct,4,2018
1447306599,2/24/18,3680,7412,2,Feb,1,2018
1447306598,3/2/18,3681,7412,3,Mar,1,2018
1447343378,11/30/18,3681,7412,11,Nov,4,2018
1447306540,9/22/18,3682,7412,9,Sep,3,2018
1447306543,8/18/18,3682,7412,8,Aug,3,2018
1447350176,3/13/18,3682,7412,3,Mar,1,2018
1447397994,11/7/18,3682,7412,11,Nov,4,2018
1447231068,5/27/18,3683,7412,5,May,2,2018
1447306539,4/11/18,3683,7412,4,Apr,2,2018
1447355122,2/5/18,3683,7412,2,Feb,1,2018
1447240888,3/20/18,3683,7412,3,Mar,1,2018
1447364832,4/4/18,3683,7412,4,Apr,2,2018
1447240889,7/13/18,3683,7412,7,Jul,3,2018
1447306547,9/30/18,3684,7412,9,Sep,3,2018
1447372032,8/6/18,3684,7412,8,Aug,3,2018
1447298091,11/19/18,3684,7412,11,Nov,4,2018
1447182462,10/16/18,3684,7412,10,Oct,4,2018
1447320773,6/23/18,3684,7412,6,Jun,2,2018
1447405933,8/15/18,3684,7412,8,Aug,3,2018
1447182478,6/1/18,3684,7412,6,Jun,2,2018
1447182470,8/22/18,3685,7412,8,Aug,3,2018
1447387682,3/4/18,3685,7412,3,Mar,1,2018
1447182465,7/24/18,3686,7412,7,Jul,3,2018
1447405925,10/24/18,3687,7412,10,Oct,4,2018
1447320725,4/8/18,3687,7412,4,Apr,2,2018
1447286437,2/21/18,3687,7412,2,Feb,1,2018
1447189588,12/4/18,3688,7412,12,Dec,4,2018
1447231071,12/2/18,3688,7412,12,Dec,4,2018
1447182463,6/13/18,3688,7412,6,Jun,2,2018
1447337605,8/27/18,3688,7412,8,Aug,3,2018
1447344825,9/22/18,3688,7412,9,Sep,3,2018
1447182453,12/13/18,3689,7412,12,Dec,4,2018
1447327230,8/26/18,3689,7412,8,Aug,3,2018
1447182472,8/21/18,3690,7412,8,Aug,3,2018
1447182476,12/17/18,3690,7412,12,Dec,4,2018
1447377331,3/26/18,3691,7412,3,Mar,1,2018
1447306550,5/1/18,3691,7412,5,May,2,2018
1447320801,2/5/18,3691,7412,2,Feb,1,2018
1447377332,12/25/18,3691,7412,12,Dec,4,2018
1447286434,4/8/18,3691,7412,4,Apr,2,2018
1447286433,9/17/18,3691,7412,9,Sep,3,2018
1447366430,4/20/18,3691,7412,4,Apr,2,2018
1447320823,10/3/18,3692,7412,10,Oct,4,2018
1447405949,11/23/18,3692,7412,11,Nov,4,2018
1447182452,8/31/18,3692,7412,8,Aug,3,2018
1447306624,8/28/18,3692,7412,8,Aug,3,2018
1447262012,3/9/18,4145,7412,3,Mar,1,2018
1447308835,12/7/18,3693,7412,12,Dec,4,2018
1447261867,12/14/18,3694,7412,12,Dec,4,2018
1447201701,4/17/18,3694,7412,4,Apr,2,2018
1447356153,12/15/18,3694,7412,12,Dec,4,2018
1447338332,6/14/18,3695,7412,6,Jun,2,2018
1447308150,2/9/18,3695,7412,2,Feb,1,2018
1447335437,6/28/18,3695,7412,6,Jun,2,2018
1447262050,4/23/18,4154,7412,4,Apr,2,2018
1447261869,2/20/18,3875,7412,2,Feb,1,2018
1447404340,12/4/18,3875,7412,12,Dec,4,2018
1447323414,8/5/18,3875,7412,8,Aug,3,2018
1447384151,10/30/18,3875,7412,10,Oct,4,2018
1447407856,8/28/18,3811,7412,8,Aug,3,2018
1447407857,4/7/18,3811,7412,4,Apr,2,2018
1447329259,3/26/18,3811,7412,3,Mar,1,2018
1447407859,1/13/18,3811,7412,1,Jan,1,2018
1447280418,9/11/18,3811,7412,9,Sep,3,2018
1447329260,3/10/18,3811,7412,3,Mar,1,2018
1447184592,1/20/18,3811,7412,1,Jan,1,2018
1447398733,1/31/18,3811,7412,1,Jan,1,2018
1447320707,10/30/18,3696,7412,10,Oct,4,2018
1447320666,5/26/18,3696,7412,5,May,2,2018
1447288728,2/20/18,3697,7412,2,Feb,1,2018
1447182382,11/21/18,3698,7412,11,Nov,4,2018
1447327976,6/24/18,3698,7412,6,Jun,2,2018
1447327960,8/9/18,3698,7412,8,Aug,3,2018
1447280416,1/31/18,3698,7412,1,Jan,1,2018
1447399910,7/20/18,3698,7412,7,Jul,3,2018
1447280415,7/7/18,3698,7412,7,Jul,3,2018
1447399909,11/10/18,3698,7412,11,Nov,4,2018
1447280409,4/13/18,3698,7412,4,Apr,2,2018
1447328001,12/30/18,3698,7412,12,Dec,4,2018
1447182378,2/13/18,3698,7412,2,Feb,1,2018
1447223803,11/12/18,3699,7412,11,Nov,4,2018
1447182399,8/30/18,3699,7412,8,Aug,3,2018
1447302712,7/29/18,3699,7412,7,Jul,3,2018
1447196781,3/31/18,3699,7412,3,Mar,1,2018
1447184609,5/8/18,3700,7412,5,May,2,2018
1447293694,11/8/18,3700,7412,11,Nov,4,2018
1447366429,8/2/18,3700,7412,8,Aug,3,2018
1447375270,9/24/18,3701,7412,9,Sep,3,2018
1447305210,10/17/18,3702,7412,10,Oct,4,2018
1447231052,2/10/18,3702,7412,2,Feb,1,2018
1447305207,6/29/18,3702,7412,6,Jun,2,2018
1447182375,9/24/18,3702,7412,9,Sep,3,2018
1447231051,1/20/18,3703,7412,1,Jan,1,2018
1447182374,6/4/18,3703,7412,6,Jun,2,2018
1447405877,6/25/18,3703,7412,6,Jun,2,2018
1447305209,11/21/18,3704,7412,11,Nov,4,2018
1447209092,2/22/18,3704,7412,2,Feb,1,2018
1447299629,8/27/18,3704,7412,8,Aug,3,2018
1447305208,4/25/18,3704,7412,4,Apr,2,2018
1447399906,10/19/18,3704,7412,10,Oct,4,2018
1447185191,6/16/18,3704,7412,6,Jun,2,2018
1447185193,3/10/18,3704,7412,3,Mar,1,2018
1447326510,9/2/18,3704,7412,9,Sep,3,2018
1447326509,9/23/18,3704,7412,9,Sep,3,2018
1447254393,7/15/18,3705,7412,7,Jul,3,2018
1447269479,1/11/18,3705,7412,1,Jan,1,2018
1447385928,4/3/18,3705,7412,4,Apr,2,2018
1447182377,5/21/18,3705,7412,5,May,2,2018
1447196786,12/8/18,3705,7412,12,Dec,4,2018
1447405878,4/2/18,3705,7412,4,Apr,2,2018
1447326508,8/27/18,3705,7412,8,Aug,3,2018
1447396858,4/23/18,3706,7412,4,Apr,2,2018
1447280507,5/3/18,3706,7412,5,May,2,2018
1447178241,9/24/18,3707,7412,9,Sep,3,2018
1447352013,12/4/18,3708,7412,12,Dec,4,2018
1447264570,3/25/18,3709,7412,3,Mar,1,2018
1447264569,4/16/18,3710,7412,4,Apr,2,2018
1447214824,8/25/18,3710,7412,8,Aug,3,2018
1447308839,10/27/18,3711,7412,10,Oct,4,2018
1447214826,12/14/18,3712,7412,12,Dec,4,2018
1447414291,6/17/18,3713,7412,6,Jun,2,2018
1447286499,2/6/18,3714,7412,2,Feb,1,2018
1447328085,5/23/18,3715,7412,5,May,2,2018
1447214825,10/16/18,3715,7412,10,Oct,4,2018
1447350348,11/4/18,3716,7412,11,Nov,4,2018
1447371476,4/17/18,3717,7412,4,Apr,2,2018
1447235003,2/10/18,3718,7412,2,Feb,1,2018
1447237186,3/4/18,3718,7412,3,Mar,1,2018
1447329264,9/22/18,3719,7412,9,Sep,3,2018
1447329263,12/18/18,3719,7412,12,Dec,4,2018
1447305655,8/12/18,3720,7412,8,Aug,3,2018
1447390851,7/22/18,3721,7410,7,Jul,3,2018
1447385218,5/25/18,3722,7447,5,May,2,2018
1447337779,10/10/18,3722,7447,10,Oct,4,2018
1447406948,6/19/18,3742,7447,6,Jun,2,2018
1447154165,6/20/18,3742,7447,6,Jun,2,2018
1447163389,9/3/18,3742,7447,9,Sep,3,2018
1447213717,8/14/18,3742,7447,8,Aug,3,2018
1447373479,1/19/18,4047,7412,1,Jan,1,2018
1447305011,4/7/18,4047,7412,4,Apr,2,2018
1447402615,10/18/18,3723,7412,10,Oct,4,2018
1447402565,5/11/18,3723,7412,5,May,2,2018
1447402566,6/13/18,3723,7412,6,Jun,2,2018
1447312218,5/16/18,4049,7412,5,May,2,2018
1447309077,1/5/18,4051,7412,1,Jan,1,2018
1447403222,6/24/18,3724,7412,6,Jun,2,2018
1447403221,4/25/18,3724,7412,4,Apr,2,2018
1447373476,6/23/18,3725,7412,6,Jun,2,2018
1447179686,1/27/18,4052,7412,1,Jan,1,2018
1447373461,5/7/18,3726,7412,5,May,2,2018
1447373421,10/4/18,4057,7412,10,Oct,4,2018
1447306774,5/19/18,4057,7412,5,May,2,2018
1447309551,6/21/18,4057,7412,6,Jun,2,2018
1447390885,10/14/18,4057,7412,10,Oct,4,2018
1447375215,3/6/18,4057,7412,3,Mar,1,2018
1447301467,7/3/18,4057,7412,7,Jul,3,2018
1447229098,10/27/18,4056,7412,10,Oct,4,2018
1447392971,2/4/18,4059,7412,2,Feb,1,2018
1447373492,2/12/18,4059,7412,2,Feb,1,2018
1447390899,3/4/18,4059,7412,3,Mar,1,2018
1447390908,9/10/18,4060,7412,9,Sep,3,2018
1447367647,4/27/18,4061,7412,4,Apr,2,2018
1447375240,2/14/18,4063,7412,2,Feb,1,2018
1447312217,9/6/18,4063,7412,9,Sep,3,2018
1447312216,8/30/18,4063,7412,8,Aug,3,2018
1447188612,7/30/18,4063,7412,7,Jul,3,2018
