"ORDER_ID","ORDER_DATE","PLANTPRODCUST_ID","PORTCARRIER_ID","MONTH_NUM","MONTH_NAME","QUARTER","YEAR_"
1447186295.7,,4045,7412,,"",,
1447201982.7,,4045,7412,,"",,
1447201984.7,,4045,7412,,"",,
1447219347.7,,4045,7412,,"",,
1447302856.7,,4046,7412,,"",,
1447373487.7,,4046,7412,,"",,
1447399141.7,,4046,7412,,"",,
1447373486.7,,4046,7412,,"",,
1447399140.7,,4046,7412,,"",,
1447373485.7,,4046,7412,,"",,
1447373463.7,,4046,7412,,"",,
1447219343.7,,4047,7412,,"",,
1447296446.7,,3892,7411,,"",,
1447158014.7,,3892,7411,,"",,
1447138898.7,,3892,7411,,"",,
1447363527.7,,3892,7411,,"",,
1447363980.7,,3892,7411,,"",,
1447351440.7,,3892,7411,,"",,
1447320235.7,,3892,7411,,"",,
1447158018.7,,3892,7411,,"",,
1447219340.7,,3892,7411,,"",,
1447398415.7,,3892,7411,,"",,
1447381678.7,,3892,7411,,"",,
1447170784.7,,3892,7411,,"",,
1447155055.7,,3893,7411,,"",,
1447257264.7,,3893,7411,,"",,
1447240988.7,,3893,7411,,"",,
1447257230.7,,3893,7411,,"",,
1447260652.7,,3893,7411,,"",,
1447139374.7,,3893,7411,,"",,
1447308589.7,,3893,7411,,"",,
1447191270.7,,3893,7411,,"",,
1447191283.7,,3896,7411,,"",,
1447352425.7,,3897,7411,,"",,
1447211828.7,,3898,7411,,"",,
1447232832.7,,3898,7411,,"",,
1447205080.7,,3896,7411,,"",,
1447365979.7,,3895,7411,,"",,
1447157117.7,,3896,7411,,"",,
1447398412.7,,3897,7411,,"",,
1447377318.7,,3897,7411,,"",,
1447257238.7,,3898,7411,,"",,
1447368958.7,,3894,7411,,"",,
1447308590.7,,3896,7411,,"",,
1447398478.7,,3897,7411,,"",,
1447377315.7,,3897,7411,,"",,
1447365992.7,,3894,7411,,"",,
1447223050.7,,3896,7411,,"",,
1447260685.7,,3898,7411,,"",,
1447299201.7,,3896,7411,,"",,
1447330060.7,,3897,7411,,"",,
1447260669.7,,3896,7411,,"",,
1447157118.7,,3898,7411,,"",,
1447205081.7,,3896,7411,,"",,
1447398411.7,,3895,7411,,"",,
1447257237.7,,3896,7411,,"",,
1447241002.7,,3896,7411,,"",,
1447398480.7,,3897,7411,,"",,
1447398419.7,,3894,7411,,"",,
1447308591.7,,3898,7411,,"",,
1447241004.7,,3898,7411,,"",,
1447191287.7,,3898,7411,,"",,
1447232830.7,,3896,7411,,"",,
1447377316.7,,3895,7411,,"",,
1447211551.7,,3896,7411,,"",,
1447257265.7,,3896,7411,,"",,
1447365978.7,,3897,7411,,"",,
1447299202.7,,3898,7411,,"",,
1447257424.7,,3899,7411,,"",,
1447260632.7,,3899,7411,,"",,
1447296447.7,,3900,7411,,"",,
1447363576.7,,3900,7411,,"",,
1447320236.7,,3900,7411,,"",,
1447202430.7,,3900,7411,,"",,
1447211552.7,,3900,7411,,"",,
1447219351.7,,3900,7411,,"",,
1447320234.7,,3900,7411,,"",,
1447158019.7,,3900,7411,,"",,
1447260608.7,,3900,7411,,"",,
1447158013.7,,3900,7411,,"",,
1447191274.7,,3900,7411,,"",,
1447170785.7,,3900,7411,,"",,
1447138896.7,,3900,7411,,"",,
1447240998.7,,3900,7411,,"",,
1447320233.7,,3900,7411,,"",,
1447351441.7,,3900,7411,,"",,
1447381679.7,,3900,7411,,"",,
1447178727.7,,3900,7411,,"",,
1447398416.7,,3900,7411,,"",,
1447191279.7,,3902,7411,,"",,
1447308638.7,,3901,7411,,"",,
1447155060.7,,3901,7411,,"",,
1447155062.7,,3901,7411,,"",,
1447260618.7,,3901,7411,,"",,
1447398414.7,,3902,7411,,"",,
1447191290.7,,3902,7411,,"",,
1447202233.7,,3902,7411,,"",,
1447260619.7,,3901,7411,,"",,
1447143191.7,,3902,7411,,"",,
1447241007.7,,3902,7411,,"",,
1447155058.7,,3901,7411,,"",,
1447232833.7,,3902,7411,,"",,
1447178729.7,,3901,7411,,"",,
1447308637.7,,3901,7411,,"",,
1447143210.7,,3902,7411,,"",,
1447254053.7,,3901,7411,,"",,
1447170786.7,,3901,7411,,"",,
1447219266.7,,3901,7411,,"",,
1447296451.7,,3902,7411,,"",,
1447232835.7,,3901,7411,,"",,
1447138894.7,,3902,7411,,"",,
1447178730.7,,3902,7411,,"",,
1447138904.7,,3901,7411,,"",,
1447211522.7,,3901,7411,,"",,
1447364331.7,,3902,7411,,"",,
1447260625.7,,3902,7411,,"",,
1447398417.7,,3902,7411,,"",,
1447308587.7,,3902,7411,,"",,
1447202439.7,,3902,7411,,"",,
1447351442.7,,3902,7411,,"",,
1447158020.7,,3901,7411,,"",,
1447316597.7,,3902,7411,,"",,
1447155063.7,,3902,7411,,"",,
1447329978.7,,3902,7411,,"",,
1447191277.7,,3901,7411,,"",,
1447373138.7,,3902,7411,,"",,
1447363981.7,,3902,7411,,"",,
1447211523.7,,3901,7411,,"",,
1447202438.7,,3901,7411,,"",,
1447241229.7,,3901,7411,,"",,
1447143196.7,,3901,7411,,"",,
1447158021.7,,3902,7411,,"",,
1447170789.7,,3902,7411,,"",,
1447254058.7,,3902,7411,,"",,
1447316596.7,,3902,7411,,"",,
1447381635.7,,3902,7411,,"",,
1447178728.7,,3903,7411,,"",,
1447202432.7,,3903,7411,,"",,
1447138902.7,,3903,7411,,"",,
1447296448.7,,3903,7411,,"",,
1447296450.7,,3903,7411,,"",,
1447358735.7,,3903,7411,,"",,
1447202424.7,,3903,7411,,"",,
1447143195.7,,3903,7411,,"",,
1447202192.7,,3903,7411,,"",,
1447211521.7,,3903,7411,,"",,
1447158024.7,,3903,7411,,"",,
1447352431.7,,3903,7411,,"",,
1447155057.7,,3903,7411,,"",,
1447170793.7,,3903,7411,,"",,
1447191282.7,,3903,7411,,"",,
1447306622.7,,3904,7412,,"",,
1447306541.7,,3905,7412,,"",,
1447392840.7,,3905,7412,,"",,
1447306543.7,,3905,7412,,"",,
1447189595.7,,3906,7412,,"",,
1447189594.7,,3906,7412,,"",,
1447189593.7,,3906,7412,,"",,
1447405923.7,,3906,7412,,"",,
1447306544.7,,3906,7412,,"",,
1447182454.7,,3907,7412,,"",,
1447320769.7,,3907,7412,,"",,
1447316999.7,,3907,7412,,"",,
1447320723.7,,3908,7412,,"",,
1447306567.7,,3908,7412,,"",,
1447306637.7,,3908,7412,,"",,
1447399896.7,,3909,7412,,"",,
1447306540.7,,3909,7412,,"",,
1447306621.7,,3909,7412,,"",,
1447320841.7,,3909,7412,,"",,
1447399894.7,,3909,7412,,"",,
1447320823.7,,3651,7412,,"",,
1447418500.7,,3652,7412,,"",,
1447379297.7,,3653,7412,,"",,
1447269468.7,,3653,7412,,"",,
1447379325.7,,3653,7412,,"",,
1447269470.7,,3653,7412,,"",,
1447182453.7,,3653,7412,,"",,
1447379201.7,,3653,7412,,"",,
1447344845.7,,3654,7412,,"",,
1447412852.7,,3654,7412,,"",,
1447313126.7,,3654,7412,,"",,
1447320655.7,,3655,7412,,"",,
1447269469.7,,3655,7412,,"",,
1447182458.7,,3656,7412,,"",,
1447182460.7,,3657,7412,,"",,
1447410408.7,,3657,7412,,"",,
1447306545.7,,3657,7412,,"",,
1447403803.7,,3657,7412,,"",,
1447392326.7,,3657,7412,,"",,
1447392328.7,,3657,7412,,"",,
1447392327.7,,3657,7412,,"",,
1447320842.7,,3658,7412,,"",,
1447379298.7,,3658,7412,,"",,
1447399895.7,,3658,7412,,"",,
1447355125.7,,3658,7412,,"",,
1447379324.7,,3658,7412,,"",,
1447182474.7,,3659,7412,,"",,
1447182478.7,,3659,7412,,"",,
1447320824.7,,3660,7412,,"",,
1447405962.7,,3660,7412,,"",,
1447320801.7,,3661,7412,,"",,
1447306592.7,,3661,7412,,"",,
1447306624.7,,3661,7412,,"",,
1447405947.7,,3661,7412,,"",,
1447182481.7,,3662,7412,,"",,
1447405954.7,,3663,7412,,"",,
1447325921.7,,3664,7412,,"",,
1447182468.7,,3664,7412,,"",,
1447392875.7,,3664,7412,,"",,
1447325913.7,,3664,7412,,"",,
1447325915.7,,3664,7412,,"",,
1447269586.7,,3665,7412,,"",,
1447182480.7,,3665,7412,,"",,
1447406046.7,,3665,7412,,"",,
1447242978.7,,3666,7412,,"",,
1447340137.7,,3666,7412,,"",,
1447252496.7,,3666,7412,,"",,
1447340136.7,,3666,7412,,"",,
1447182463.7,,3667,7412,,"",,
1447405955.7,,3667,7412,,"",,
1447405945.7,,3668,7412,,"",,
1447365154.7,,3668,7412,,"",,
1447405961.7,,3668,7412,,"",,
1447316992.7,,3668,7412,,"",,
1447340135.7,,3668,7412,,"",,
1447331105.7,,3668,7412,,"",,
1447182476.7,,3668,7412,,"",,
1447325826.7,,3668,7412,,"",,
1447325825.7,,3668,7412,,"",,
1447320840.7,,3669,7412,,"",,
1447399893.7,,3669,7412,,"",,
1447405986.7,,3669,7412,,"",,
1447320770.7,,3669,7412,,"",,
1447182455.7,,3669,7412,,"",,
1447320771.7,,3669,7412,,"",,
1447327175.7,,3670,7412,,"",,
1447386265.7,,3670,7412,,"",,
1447306631.7,,3671,7412,,"",,
1447392847.7,,3671,7412,,"",,
1447182465.7,,3671,7412,,"",,
1447254154.7,,3672,7412,,"",,
1447392831.7,,3672,7412,,"",,
1447316603.7,,3672,7412,,"",,
1447182472.7,,3672,7412,,"",,
1447392845.7,,3672,7412,,"",,
1447182473.7,,3673,7412,,"",,
1447241593.7,,3673,7412,,"",,
1447392846.7,,3673,7412,,"",,
1447392832.7,,3673,7412,,"",,
1447182479.7,,3673,7412,,"",,
1447405933.7,,3673,7412,,"",,
1447182470.7,,3673,7412,,"",,
1447344844.7,,3675,7412,,"",,
1447412851.7,,3675,7412,,"",,
1447182467.7,,3674,7412,,"",,
1447182457.7,,3674,7412,,"",,
1447313124.7,,3675,7412,,"",,
1447405946.7,,3676,7412,,"",,
1447344843.7,,3677,7412,,"",,
1447182466.7,,3678,7412,,"",,
1447313123.7,,3677,7412,,"",,
1447182456.7,,3678,7412,,"",,
1447313125.7,,3679,7412,,"",,
1447306598.7,,3680,7412,,"",,
1447306597.7,,3681,7412,,"",,
1447343377.7,,3681,7412,,"",,
1447306539.7,,3682,7412,,"",,
1447306542.7,,3682,7412,,"",,
1447350175.7,,3682,7412,,"",,
1447397993.7,,3682,7412,,"",,
1447231067.7,,3683,7412,,"",,
1447306538.7,,3683,7412,,"",,
1447355121.7,,3683,7412,,"",,
1447240887.7,,3683,7412,,"",,
1447364831.7,,3683,7412,,"",,
1447240888.7,,3683,7412,,"",,
1447306546.7,,3684,7412,,"",,
1447372031.7,,3684,7412,,"",,
1447298090.7,,3684,7412,,"",,
1447182461.7,,3684,7412,,"",,
1447320772.7,,3684,7412,,"",,
1447405932.7,,3684,7412,,"",,
1447182477.7,,3684,7412,,"",,
1447182469.7,,3685,7412,,"",,
1447387681.7,,3685,7412,,"",,
1447182464.7,,3686,7412,,"",,
1447405924.7,,3687,7412,,"",,
1447320724.7,,3687,7412,,"",,
1447286436.7,,3687,7412,,"",,
1447189587.7,,3688,7412,,"",,
1447231070.7,,3688,7412,,"",,
1447182462.7,,3688,7412,,"",,
1447337604.7,,3688,7412,,"",,
1447344824.7,,3688,7412,,"",,
1447182452.7,,3689,7412,,"",,
1447327229.7,,3689,7412,,"",,
1447182471.7,,3690,7412,,"",,
1447182475.7,,3690,7412,,"",,
1447377330.7,,3691,7412,,"",,
1447306549.7,,3691,7412,,"",,
1447320800.7,,3691,7412,,"",,
1447377331.7,,3691,7412,,"",,
1447286433.7,,3691,7412,,"",,
1447286432.7,,3691,7412,,"",,
1447366429.7,,3691,7412,,"",,
1447320822.7,,3692,7412,,"",,
1447405948.7,,3692,7412,,"",,
1447182451.7,,3692,7412,,"",,
1447306623.7,,3692,7412,,"",,
1447262011.7,,4145,7412,,"",,
1447308834.7,,3693,7412,,"",,
1447261866.7,,3694,7412,,"",,
1447201700.7,,3694,7412,,"",,
1447356152.7,,3694,7412,,"",,
1447338331.7,,3695,7412,,"",,
1447308149.7,,3695,7412,,"",,
1447335436.7,,3695,7412,,"",,
1447262049.7,,4154,7412,,"",,
1447261868.7,,3875,7412,,"",,
1447404339.7,,3875,7412,,"",,
1447323413.7,,3875,7412,,"",,
1447384150.7,,3875,7412,,"",,
1447407855.7,,3811,7412,,"",,
1447407856.7,,3811,7412,,"",,
1447329258.7,,3811,7412,,"",,
1447407858.7,,3811,7412,,"",,
1447280417.7,,3811,7412,,"",,
1447329259.7,,3811,7412,,"",,
1447184591.7,,3811,7412,,"",,
1447398732.7,,3811,7412,,"",,
1447320706.7,,3696,7412,,"",,
1447320665.7,,3696,7412,,"",,
1447288727.7,,3697,7412,,"",,
1447182381.7,,3698,7412,,"",,
1447327975.7,,3698,7412,,"",,
1447327959.7,,3698,7412,,"",,
1447280415.7,,3698,7412,,"",,
1447399909.7,,3698,7412,,"",,
1447280414.7,,3698,7412,,"",,
1447399908.7,,3698,7412,,"",,
1447280408.7,,3698,7412,,"",,
1447328000.7,,3698,7412,,"",,
1447182377.7,,3698,7412,,"",,
1447223802.7,,3699,7412,,"",,
1447182398.7,,3699,7412,,"",,
1447302711.7,,3699,7412,,"",,
1447196780.7,,3699,7412,,"",,
1447184608.7,,3700,7412,,"",,
1447293693.7,,3700,7412,,"",,
1447366428.7,,3700,7412,,"",,
1447375269.7,,3701,7412,,"",,
1447305209.7,,3702,7412,,"",,
1447231051.7,,3702,7412,,"",,
1447305206.7,,3702,7412,,"",,
1447182374.7,,3702,7412,,"",,
1447231050.7,,3703,7412,,"",,
1447182373.7,,3703,7412,,"",,
1447405876.7,,3703,7412,,"",,
1447305208.7,,3704,7412,,"",,
1447209091.7,,3704,7412,,"",,
1447299628.7,,3704,7412,,"",,
1447305207.7,,3704,7412,,"",,
1447399905.7,,3704,7412,,"",,
1447185190.7,,3704,7412,,"",,
1447185192.7,,3704,7412,,"",,
1447326509.7,,3704,7412,,"",,
1447326508.7,,3704,7412,,"",,
1447254392.7,,3705,7412,,"",,
1447269478.7,,3705,7412,,"",,
1447385927.7,,3705,7412,,"",,
1447182376.7,,3705,7412,,"",,
1447196785.7,,3705,7412,,"",,
1447405877.7,,3705,7412,,"",,
1447326507.7,,3705,7412,,"",,
1447396857.7,,3706,7412,,"",,
1447280506.7,,3706,7412,,"",,
1447178240.7,,3707,7412,,"",,
1447352012.7,,3708,7412,,"",,
1447264569.7,,3709,7412,,"",,
1447264568.7,,3710,7412,,"",,
1447214823.7,,3710,7412,,"",,
1447308838.7,,3711,7412,,"",,
1447214825.7,,3712,7412,,"",,
1447414290.7,,3713,7412,,"",,
1447286498.7,,3714,7412,,"",,
1447328084.7,,3715,7412,,"",,
1447214824.7,,3715,7412,,"",,
1447350347.7,,3716,7412,,"",,
1447371475.7,,3717,7412,,"",,
1447235002.7,,3718,7412,,"",,
1447237185.7,,3718,7412,,"",,
1447329263.7,,3719,7412,,"",,
1447329262.7,,3719,7412,,"",,
1447305654.7,,3720,7412,,"",,
1447390850.7,,3721,7410,,"",,
1447385217.7,,3722,7447,,"",,
1447337778.7,,3722,7447,,"",,
1447406947.7,,3742,7447,,"",,
1447154164.7,,3742,7447,,"",,
1447163388.7,,3742,7447,,"",,
1447213716.7,,3742,7447,,"",,
1447373478.7,,4047,7412,,"",,
1447305010.7,,4047,7412,,"",,
1447402614.7,,3723,7412,,"",,
1447402564.7,,3723,7412,,"",,
1447402565.7,,3723,7412,,"",,
1447312217.7,,4049,7412,,"",,
1447309076.7,,4051,7412,,"",,
1447403221.7,,3724,7412,,"",,
1447403220.7,,3724,7412,,"",,
1447373475.7,,3725,7412,,"",,
1447179685.7,,4052,7412,,"",,
1447373460.7,,3726,7412,,"",,
1447373420.7,,4057,7412,,"",,
1447306773.7,,4057,7412,,"",,
1447309550.7,,4057,7412,,"",,
1447390884.7,,4057,7412,,"",,
1447375214.7,,4057,7412,,"",,
1447301466.7,,4057,7412,,"",,
1447229097.7,,4056,7412,,"",,
1447392970.7,,4059,7412,,"",,
1447373491.7,,4059,7412,,"",,
1447390898.7,,4059,7412,,"",,
1447390907.7,,4060,7412,,"",,
1447367646.7,,4061,7412,,"",,
1447375239.7,,4063,7412,,"",,
1447312216.7,,4063,7412,,"",,
1447312215.7,,4063,7412,,"",,
1447188611.7,,4063,7412,,"",,
1447401850.7,,4063,7412,,"",,
1447309075.7,,4063,7412,,"",,
1447373504.7,,4063,7412,,"",,
1447390889.7,,4064,7412,,"",,
1447390888.7,,4064,7412,,"",,
1447309593.7,,4064,7412,,"",,
1447410882.7,,4064,7412,,"",,
1447390890.7,,4064,7412,,"",,
1447410884.7,,4064,7412,,"",,
1447241520.7,,4066,7412,,"",,
1447241522.7,,4066,7412,,"",,
1447241521.7,,4066,7412,,"",,
1447194397.7,,4066,7412,,"",,
1447312471.7,,4066,7412,,"",,
1447312470.7,,4066,7412,,"",,
1447312469.7,,4066,7412,,"",,
1447373501.7,,4067,7412,,"",,
1447305238.7,,4067,7412,,"",,
1447194398.7,,4068,7412,,"",,
1447261163.7,,4068,7412,,"",,
1447219337.7,,3727,7412,,"",,
1447373477.7,,4070,7412,,"",,
1447373500.7,,4070,7412,,"",,
1447309594.7,,4071,7412,,"",,
1447211155.7,,3728,7412,,"",,
1447394301.7,,4075,7412,,"",,
1447403134.7,,4075,7412,,"",,
1447403222.7,,4075,7412,,"",,
1447373498.7,,4075,7412,,"",,
1447266969.7,,4078,7412,,"",,
1447373520.7,,4078,7412,,"",,
1447304794.7,,4078,7412,,"",,
1447304800.7,,4078,7412,,"",,
1447312468.7,,4078,7412,,"",,
1447373518.7,,4078,7412,,"",,
1447228999.7,,4078,7412,,"",,
1447229003.7,,4078,7412,,"",,
1447304799.7,,4078,7412,,"",,
1447373519.7,,4078,7412,,"",,
1447261171.7,,4078,7412,,"",,
1447229002.7,,4078,7412,,"",,
1447304793.7,,4078,7412,,"",,
1447373516.7,,4078,7412,,"",,
1447373517.7,,4078,7412,,"",,
1447304796.7,,4078,7412,,"",,
1447229001.7,,4078,7412,,"",,
1447373515.7,,4078,7412,,"",,
1447229004.7,,4078,7412,,"",,
1447304795.7,,4078,7412,,"",,
1447194396.7,,4078,7412,,"",,
1447229000.7,,4078,7412,,"",,
1447373461.7,,4076,7412,,"",,
1447194393.7,,4076,7412,,"",,
1447194395.7,,4076,7412,,"",,
1447194394.7,,4076,7412,,"",,
1447304797.7,,4078,7412,,"",,
1447304798.7,,4078,7412,,"",,
1447373476.7,,4077,7412,,"",,
1447305015.7,,4077,7412,,"",,
1447373462.7,,3729,7412,,"",,
1447390897.7,,3730,7412,,"",,
1447373499.7,,4081,7412,,"",,
1447389208.7,,4081,7412,,"",,
1447219335.7,,3988,7412,,"",,
1447261162.7,,3988,7412,,"",,
1447219334.7,,3988,7412,,"",,
1447241516.7,,3922,7412,,"",,
1447241517.7,,3922,7412,,"",,
1447398964.7,,3731,7412,,"",,
1447373492.7,,3732,7412,,"",,
1447373511.7,,3925,7412,,"",,
1447281462.7,,3925,7412,,"",,
1447187563.7,,3926,7412,,"",,
1447261158.7,,3926,7412,,"",,
1447227121.7,,3995,7412,,"",,
1447212628.7,,3996,7412,,"",,
1447227123.7,,3996,7412,,"",,
1447390891.7,,3996,7412,,"",,
1447393109.7,,3998,7412,,"",,
1447323824.7,,3998,7412,,"",,
1447373482.7,,4000,7412,,"",,
1447373508.7,,4003,7412,,"",,
1447373468.7,,4006,7412,,"",,
1447227122.7,,4006,7412,,"",,
1447261157.7,,4006,7412,,"",,
1447227124.7,,4005,7412,,"",,
1447179660.7,,3733,7412,,"",,
1447313160.7,,3734,7412,,"",,
1447373424.7,,3735,7412,,"",,
1447373448.7,,4009,7412,,"",,
1447373458.7,,4010,7412,,"",,
1447373456.7,,4010,7412,,"",,
1447240821.7,,4010,7412,,"",,
1447373457.7,,4010,7412,,"",,
1447373459.7,,4010,7412,,"",,
1447305225.7,,4010,7412,,"",,
1447373521.7,,4011,7412,,"",,
1447373522.7,,4011,7412,,"",,
1447308929.7,,4011,7412,,"",,
1447261159.7,,4012,7412,,"",,
1447241508.7,,4012,7412,,"",,
1447241510.7,,4012,7412,,"",,
1447373513.7,,4012,7412,,"",,
1447261160.7,,4012,7412,,"",,
1447241506.7,,4012,7412,,"",,
1447241512.7,,4012,7412,,"",,
1447261161.7,,4012,7412,,"",,
1447214658.7,,3736,7412,,"",,
1447219886.7,,3737,7412,,"",,
1447187236.7,,3738,7412,,"",,
1447281390.7,,4021,7412,,"",,
1447281389.7,,4021,7412,,"",,
1447373493.7,,4022,7412,,"",,
1447373465.7,,4022,7412,,"",,
1447191648.7,,4022,7412,,"",,
1447390896.7,,4023,7412,,"",,
1447373503.7,,4023,7412,,"",,
1447410716.7,,4027,7412,,"",,
1447229202.7,,4027,7412,,"",,
1447207593.7,,4027,7412,,"",,
1447373494.7,,4027,7412,,"",,
1447391441.7,,3739,7412,,"",,
1447373488.7,,3739,7412,,"",,
1447373510.7,,3739,7412,,"",,
1447373489.7,,3739,7412,,"",,
1447373512.7,,3740,7412,,"",,
1447211433.7,,3741,7412,,"",,
1447362502.7,,3757,7412,,"",,
1447273022.7,,3757,7412,,"",,
1447327827.7,,3757,7412,,"",,
1447350149.7,,3757,7412,,"",,
1447153522.7,,3742,7447,,"",,
1447368703.7,,3742,7447,,"",,
1447213717.7,,3742,7447,,"",,
1447213715.7,,3742,7447,,"",,
1447157081.7,,3743,7447,,"",,
1447217764.7,,3743,7447,,"",,
1447157082.7,,3744,7447,,"",,
1447402533.7,,3744,7447,,"",,
1447380110.7,,3744,7447,,"",,
1447329988.7,,3744,7447,,"",,
1447326023.7,,3745,7447,,"",,
1447170963.7,,3745,7447,,"",,
1447149896.7,,3746,7447,,"",,
1447235369.7,,3746,7447,,"",,
1447157035.7,,3746,7447,,"",,
1447296346.7,,3746,7447,,"",,
1447296344.7,,3746,7447,,"",,
1447157048.7,,3746,7447,,"",,
1447157060.7,,3746,7447,,"",,
1447157034.7,,3746,7447,,"",,
1447157047.7,,3746,7447,,"",,
1447204449.7,,3746,7447,,"",,
1447368715.7,,3747,7447,,"",,
1447358789.7,,3748,7447,,"",,
1447281732.7,,3748,7447,,"",,
1447281737.7,,3749,7447,,"",,
1447385610.7,,3749,7447,,"",,
1447217765.7,,3750,7447,,"",,
1447164685.7,,3751,7433,,"",,
1447351503.7,,3752,7433,,"",,
1447351504.7,,3752,7433,,"",,
1447184437.7,,3753,7433,,"",,
1447184436.7,,3754,7433,,"",,
1447331094.7,,3754,7433,,"",,
1447184438.7,,3755,7433,,"",,
1447149016.7,,3756,7433,,"",,
1447206034.7,,3756,7433,,"",,
1447180382.7,,3756,7433,,"",,
1447180378.7,,3756,7433,,"",,
1447306323.7,,3756,7433,,"",,
1447185552.7,,3756,7433,,"",,
1447180387.7,,3756,7433,,"",,
1447185555.7,,3756,7433,,"",,
1447180383.7,,3756,7433,,"",,
1447283489.7,,3756,7433,,"",,
1447226770.7,,3756,7433,,"",,
1447226775.7,,3756,7433,,"",,
1447206024.7,,3756,7433,,"",,
1447180377.7,,3756,7433,,"",,
1447306339.7,,3756,7433,,"",,
1447226772.7,,3756,7433,,"",,
1447180375.7,,3756,7433,,"",,
1447283487.7,,3756,7433,,"",,
1447149061.7,,3756,7433,,"",,
1447226774.7,,3812,7433,,"",,
1447211577.7,,3812,7433,,"",,
1447248519.7,,3812,7433,,"",,
1447165172.7,,3812,7433,,"",,
1447266596.7,,3812,7433,,"",,
1447283486.7,,3812,7433,,"",,
1447165165.7,,3812,7433,,"",,
1447283488.7,,3812,7433,,"",,
1447226769.7,,3812,7433,,"",,
1447226768.7,,3812,7433,,"",,
1447165168.7,,3812,7433,,"",,
1447149039.7,,3812,7433,,"",,
1447226771.7,,3812,7433,,"",,
1447248540.7,,3812,7433,,"",,
1447306338.7,,3812,7433,,"",,
1447206030.7,,3812,7433,,"",,
1447149015.7,,3812,7433,,"",,
1447206033.7,,3812,7433,,"",,
1447183257.7,,3812,7433,,"",,
1447185557.7,,3812,7433,,"",,
1447149075.7,,3812,7433,,"",,
1447187812.7,,3812,7433,,"",,
1447323622.7,,3812,7433,,"",,
1447226776.7,,3812,7433,,"",,
1447373479.7,,4047,7412,,"",,
1447209353.7,,3757,7412,,"",,
1447273037.7,,3757,7412,,"",,
1447156285.7,,3757,7412,,"",,
1447207800.7,,3757,7412,,"",,
1447353639.7,,3757,7412,,"",,
1447172089.7,,3757,7412,,"",,
1447203521.7,,3757,7412,,"",,
1447353623.7,,3757,7412,,"",,
1447384076.7,,3757,7412,,"",,
1447331097.7,,3757,7412,,"",,
1447172060.7,,3757,7412,,"",,
1447289952.7,,3757,7412,,"",,
1447310382.7,,3757,7412,,"",,
1447152286.7,,3757,7412,,"",,
1447207801.7,,3757,7412,,"",,
1447269303.7,,3757,7412,,"",,
1447269277.7,,3757,7412,,"",,
1447172087.7,,3757,7412,,"",,
1447269268.7,,3757,7412,,"",,
1447201493.7,,3757,7412,,"",,
